log_id,camper_id,timestamp,engine_temp_c,oil_level_pct,tire_pressure_psi,battery_voltage
SNS000347,RV00758,2024-12-22 14:08:06,82.21,31.4,32.7,12.31
SNS000348,RV00229,2024-04-02 20:32:52,83.42,55.8,37.9,12.87
SNS000349,RV00304,2023-09-17 11:19:45,86.29,81.9,34.3,13.35
SNS000350,RV00762,2024-12-14 12:35:45,95.49,93.4,31.8,13.46
SNS000351,RV00656,2023-08-26 10:48:40,83.31,49.5,37.2,12.44
SNS000352,RV00308,2023-05-30 07:07:08,93.29,58.7,32.0,12.38
SNS000353,RV00513,2023-07-23 21:25:59,80.16,76.0,37.0,12.65
SNS000354,RV00312,2024-04-09 21:44:36,91.1,99.4,35.5,12.23
SNS000355,RV00884,2024-01-15 07:57:34,89.3,81.6,36.5,12.97
SNS000356,RV00449,2024-11-14 11:17:03,82.4,39.4,33.3,12.23
SNS000357,RV00514,2023-05-02 09:42:34,89.19,90.7,36.2,12.13
SNS000358,RV00829,2025-01-14 04:10:21,90.42,78.3,35.9,12.17
SNS000359,RV00809,2023-06-08 10:17:54,92.54,65.5,31.3,12.36
SNS000360,RV00463,2023-08-19 07:10:57,84.91,48.1,33.4,12.61
SNS000361,RV00215,2023-10-11 05:39:30,83.9,37.7,37.9,13.24
SNS000362,RV00080,2023-07-30 09:59:13,89.22,99.8,34.3,12.97
SNS000363,RV00437,2023-12-14 00:27:05,99.98,68.1,35.1,13.87
SNS000364,RV00927,2023-08-07 00:18:48,91.09,79.3,40.3,11.96
SNS000365,RV00460,2025-02-02 14:15:18,77.31,53.3,33.5,12.72
SNS000366,RV00629,2025-01-19 03:31:53,97.57,92.1,35.3,13.12
SNS000367,RV00967,2024-04-16 23:34:11,86.13,70.1,31.5,13.03
SNS000368,RV00850,2024-04-29 22:52:05,87.28,49.3,29.7,12.55
SNS000369,RV00814,2023-08-07 16:07:17,89.1,88.5,32.9,12.78
SNS000370,RV00567,2023-06-19 08:59:46,94.11,42.7,33.7,12.88
SNS000371,RV00388,2024-02-09 14:49:55,82.5,86.8,36.7,11.59
SNS000372,RV00449,2023-12-19 23:25:33,89.17,80.5,37.9,13.39
SNS000373,RV00863,2023-09-13 21:49:15,90.85,43.1,33.1,13.19
SNS000374,RV00758,2023-09-15 20:20:41,86.75,47.4,33.8,12.89
SNS000375,RV00644,2024-04-14 14:11:40,83.58,72.4,35.2,12.99
SNS000376,RV00549,2024-05-20 23:02:25,90.61,44.9,34.7,13.17
SNS000377,RV00854,2024-09-29 03:40:54,90.62,66.1,39.0,12.22
SNS000378,RV00386,2024-11-13 23:35:43,84.99,63.5,29.7,13.04
SNS000379,RV00133,2024-01-21 17:01:35,84.37,64.4,33.9,13.28
SNS000380,RV00939,2023-07-03 20:05:02,96.23,60.6,33.4,13.17
SNS000381,RV00312,2023-08-10 16:10:30,91.72,69.9,31.8,13.33
SNS000382,RV00322,2024-10-20 12:30:10,87.62,41.7,36.5,12.64
SNS000383,RV00844,2025-03-18 18:39:30,93.01,80.1,35.9,12.71
SNS000384,RV00015,2023-05-09 14:34:20,92.28,52.7,33.3,11.81
SNS000385,RV00168,2025-01-12 10:29:57,82.75,60.4,34.9,13.33
SNS000386,RV00239,2025-04-19 21:38:58,86.13,96.8,36.3,11.49
SNS000387,RV00830,2023-06-11 22:03:35,85.9,83.4,38.1,12.98
SNS000388,RV00689,2023-07-20 11:06:18,91.79,37.9,37.1,12.7
SNS000389,RV00935,2024-01-21 06:20:32,86.58,44.7,34.7,12.71
SNS000390,RV00390,2024-04-16 10:18:13,88.58,94.5,36.0,12.49
SNS000391,RV00120,2024-04-04 08:38:13,87.35,97.5,41.8,12.52
SNS000392,RV00721,2024-09-10 09:56:30,87.45,88.6,35.8,13.0
SNS000393,RV00495,2023-09-21 22:52:21,83.26,36.8,36.7,12.19
SNS000394,RV00014,2024-07-29 19:00:10,84.65,31.4,31.7,12.17
SNS000395,RV00001,2023-07-17 22:59:21,88.55,44.3,31.9,12.96
SNS000396,RV00646,2023-09-28 01:21:33,89.1,56.5,39.1,12.76
SNS000397,RV00029,2024-11-12 00:03:11,87.05,86.4,37.2,12.6
SNS000398,RV00485,2024-10-08 07:39:58,87.07,63.3,32.6,11.89
SNS000399,RV00334,2024-04-11 20:29:52,91.99,35.4,37.7,13.08
SNS000400,RV00908,2023-10-13 15:45:14,90.48,52.4,37.1,13.05
SNS000401,RV00474,2023-12-22 19:52:15,99.1,58.5,37.3,11.85
SNS000402,RV00331,2024-02-02 21:24:11,94.89,54.0,34.4,12.9
SNS000403,RV00555,2023-05-15 05:11:56,96.74,66.3,42.5,12.27
SNS000404,RV00963,2024-11-15 11:28:07,79.8,60.0,37.7,12.63
SNS000405,RV00908,2023-06-27 01:51:17,103.73,67.2,30.0,13.49
SNS000406,RV00853,2023-11-23 03:13:05,97.3,99.1,35.0,12.71
SNS000407,RV00170,2024-11-11 13:57:37,103.27,89.6,32.7,12.58
SNS000408,RV00954,2025-01-17 00:00:33,92.7,71.9,31.7,12.56
SNS000409,RV00238,2024-08-31 23:04:51,88.41,74.9,37.9,12.61
SNS000410,RV00036,2025-02-05 23:30:09,97.16,57.8,35.2,12.66
SNS000411,RV00058,2023-06-11 13:46:16,96.46,59.0,39.6,12.07
SNS000412,RV00069,2023-06-23 06:46:38,88.46,52.7,33.8,12.44
SNS000413,RV00947,2024-07-09 04:19:28,84.18,67.3,37.6,12.74
SNS000414,RV00666,2024-06-19 15:12:02,94.91,31.1,38.1,13.1
SNS000415,RV00120,2024-02-19 05:23:12,81.6,54.3,31.4,13.12
SNS000416,RV00469,2024-01-11 06:45:07,78.75,59.1,36.9,13.48
SNS000417,RV00312,2024-08-25 08:21:13,85.29,67.4,32.6,13.12
SNS000418,RV00311,2024-04-04 21:21:34,93.06,72.6,37.9,12.36
SNS000419,RV00012,2024-11-03 04:59:41,88.16,61.3,33.1,12.75
SNS000420,RV00080,2023-05-04 01:32:48,86.4,99.7,34.2,11.91
SNS000421,RV00211,2024-10-16 07:04:13,96.6,75.0,36.1,12.96
SNS000422,RV00308,2024-06-27 05:34:50,88.63,47.4,35.7,12.57
SNS000423,RV00617,2023-10-30 23:57:48,86.61,43.9,33.8,12.35
SNS000424,RV00551,2023-11-21 06:23:34,95.68,85.5,30.8,12.57
SNS000425,RV00479,2024-10-08 11:56:54,91.27,50.3,38.1,12.9
SNS000426,RV00667,2024-09-08 20:02:58,87.67,53.2,34.0,12.03
SNS000427,RV00673,2025-02-09 22:10:12,88.94,30.8,31.7,12.24
SNS000428,RV00358,2023-08-02 20:19:03,88.83,96.6,34.9,12.78
SNS000429,RV00846,2024-06-23 06:52:02,93.96,77.5,40.8,12.03
SNS000430,RV00106,2024-12-15 08:25:44,92.98,52.0,31.8,12.69
SNS000431,RV00422,2023-04-23 13:24:25,89.34,78.8,32.1,12.75
SNS000432,RV00771,2024-08-18 06:47:29,91.75,72.0,35.2,12.8
SNS000433,RV00476,2023-12-06 08:13:30,89.62,66.9,34.2,12.38
SNS000434,RV00287,2023-07-23 19:06:43,78.42,87.6,29.9,12.22
SNS000435,RV00640,2024-01-09 13:47:35,88.28,58.2,35.5,12.51
SNS000436,RV00202,2024-08-15 03:06:48,90.91,30.2,32.8,12.79
SNS000437,RV00487,2023-08-27 07:19:57,87.2,51.6,33.1,12.65
SNS000438,RV00339,2024-07-21 13:30:05,85.97,78.6,36.9,13.24
SNS000439,RV00846,2024-10-15 00:29:26,96.59,75.1,32.2,12.04
SNS000440,RV00045,2024-12-20 20:27:44,88.48,35.9,32.9,12.62
SNS000441,RV00466,2024-08-09 20:49:19,87.3,97.2,34.4,12.17
SNS000442,RV00248,2024-02-25 13:02:09,88.26,44.8,34.9,12.99
SNS000443,RV00861,2023-08-25 16:58:58,92.07,77.7,34.4,13.12
SNS000444,RV00723,2024-12-13 15:28:04,89.63,80.8,35.7,13.04
SNS000445,RV00559,2024-07-02 13:06:10,93.93,77.3,41.2,11.69
SNS000446,RV00896,2024-06-06 05:11:06,87.91,48.9,35.0,12.68
SNS000447,RV00999,2024-12-10 18:32:25,91.21,50.4,38.1,13.23
SNS000448,RV00296,2024-06-28 21:56:34,92.92,61.9,33.2,12.19
SNS000449,RV00317,2024-06-06 10:07:32,89.43,56.0,32.8,12.87
SNS000450,RV00055,2024-03-15 10:38:59,92.45,72.0,28.6,13.19
SNS000451,RV00116,2024-12-20 06:06:46,84.04,94.3,36.6,12.09
SNS000452,RV00355,2023-09-14 19:11:19,88.4,76.9,34.6,12.44
SNS000453,RV00791,2023-08-10 19:18:40,88.33,87.4,30.9,12.34
SNS000454,RV00940,2023-07-25 22:47:46,90.38,39.5,32.1,12.58
SNS000455,RV00257,2024-01-20 13:26:42,84.72,81.9,34.0,12.24
SNS000456,RV00524,2025-04-19 04:38:49,86.6,99.1,34.8,12.23
SNS000457,RV00920,2023-05-13 09:57:13,85.55,81.4,34.1,12.83
SNS000458,RV00349,2024-11-15 06:11:44,91.56,35.8,31.2,13.12
SNS000459,RV00092,2023-09-20 20:46:43,92.39,77.5,32.9,12.78
SNS000460,RV00745,2024-07-11 12:20:13,96.03,41.7,27.2,13.18
SNS000461,RV00852,2023-12-17 02:27:29,89.01,46.6,33.7,12.0
SNS000462,RV00145,2024-01-09 14:09:50,84.37,86.0,34.7,12.42
SNS000463,RV00391,2024-08-17 08:20:54,93.79,40.8,34.7,12.63
SNS000464,RV00655,2023-11-10 14:11:34,80.65,84.1,35.9,12.33
SNS000465,RV00061,2023-12-05 11:18:07,88.42,59.3,34.2,12.07
SNS000466,RV00125,2023-06-29 07:21:19,94.14,99.7,40.9,12.45
SNS000467,RV00813,2024-03-07 21:24:26,89.2,75.5,41.7,13.07
SNS000468,RV00337,2023-09-03 08:43:40,100.59,33.7,32.5,11.63
SNS000469,RV00295,2024-12-25 15:08:54,97.78,95.5,33.8,12.59
SNS000470,RV00224,2024-12-10 03:45:42,86.05,88.1,35.8,12.53
SNS000471,RV00914,2023-12-01 19:47:28,95.15,68.6,34.2,11.74
SNS000472,RV00002,2023-10-27 15:59:32,85.92,70.4,32.6,12.41
SNS000473,RV00721,2024-09-19 03:29:13,84.15,51.8,34.9,11.82
SNS000474,RV00498,2023-06-23 01:21:16,92.11,72.6,39.2,12.74
SNS000475,RV00993,2024-06-12 07:19:53,92.8,83.3,34.5,12.07
SNS000476,RV00110,2023-07-07 22:32:05,93.99,33.4,32.5,13.13
SNS000477,RV00902,2023-07-28 04:55:43,85.21,30.9,33.4,12.62
SNS000478,RV00543,2025-02-17 08:25:36,92.43,67.4,37.1,13.27
SNS000479,RV00037,2025-02-26 22:20:18,94.23,90.0,27.8,13.03
SNS000480,RV00850,2024-06-25 08:59:30,84.38,99.5,36.5,12.94
SNS000481,RV00215,2023-11-14 21:06:29,84.66,60.2,33.4,12.82
SNS000482,RV00828,2023-12-24 12:05:40,91.54,30.9,34.6,12.93
SNS000483,RV00487,2023-04-29 10:22:45,97.26,98.7,37.1,11.94
SNS000484,RV00466,2024-05-09 01:51:48,91.27,55.5,33.6,12.78
SNS000485,RV00274,2024-02-27 22:41:26,95.24,83.6,35.8,13.11
SNS000486,RV00788,2023-09-09 13:33:31,99.27,50.9,38.1,12.27
SNS000487,RV00557,2024-10-27 19:13:22,80.41,52.1,33.6,11.77
SNS000488,RV00066,2023-12-21 15:17:51,95.6,84.6,34.8,12.78
SNS000489,RV00198,2023-07-23 20:40:48,87.55,39.4,32.3,13.63
SNS000490,RV00413,2025-03-19 01:39:59,88.17,84.8,35.4,12.32
SNS000491,RV00449,2023-12-25 04:53:17,101.4,43.2,38.3,13.18
SNS000492,RV00094,2024-10-20 14:10:20,93.27,46.7,32.1,12.64
SNS000493,RV00175,2023-07-11 13:52:37,88.65,57.5,34.2,13.18
SNS000494,RV00883,2024-11-13 07:02:59,87.64,82.7,36.7,12.31
SNS000495,RV00329,2023-05-09 13:14:28,95.89,60.5,35.2,12.5
SNS000496,RV00691,2024-03-14 00:57:09,92.81,51.8,36.5,11.95
SNS000497,RV00118,2023-09-04 09:26:16,84.38,97.5,36.8,12.94
SNS000498,RV00570,2024-08-23 23:49:35,92.2,37.9,39.8,11.56
SNS000499,RV00106,2024-12-24 01:03:27,90.68,53.0,27.3,11.94
SNS000500,RV00916,2023-09-17 10:40:57,90.82,84.1,35.6,13.17
SNS000501,RV00458,2024-09-17 12:11:39,96.21,41.3,36.4,12.36
SNS000502,RV00257,2023-10-11 15:36:13,88.99,39.2,36.1,11.53
SNS000503,RV00137,2024-11-21 11:09:30,84.23,91.9,40.1,12.92
SNS000504,RV00144,2023-04-23 21:43:59,90.93,73.9,34.2,12.2
SNS000505,RV00326,2024-10-27 06:00:49,89.48,95.9,34.9,12.08
SNS000506,RV00983,2023-10-11 18:32:59,101.54,58.0,30.1,12.37
SNS000507,RV00333,2024-09-21 06:11:57,91.57,79.3,32.4,12.08
SNS000508,RV00509,2024-07-03 18:26:01,99.66,60.8,31.9,13.12
SNS000509,RV00454,2024-03-06 04:36:05,99.33,86.0,32.2,13.56
SNS000510,RV00443,2024-12-22 01:24:34,89.18,65.5,36.9,12.57
SNS000511,RV00995,2024-02-24 12:01:53,80.86,63.7,29.2,12.42
SNS000512,RV00695,2024-08-16 04:25:41,75.98,91.1,33.2,12.37
SNS000513,RV00899,2023-06-11 13:04:55,94.88,79.4,32.9,11.87
SNS000514,RV00741,2024-07-05 02:44:30,87.06,51.6,38.4,12.02
SNS000515,RV00722,2023-08-26 20:15:01,86.84,44.6,37.5,12.21
SNS000516,RV00302,2023-11-27 15:37:32,86.02,41.3,35.4,12.28
SNS000517,RV00301,2024-06-13 16:26:29,88.43,93.7,36.9,12.47
SNS000518,RV00082,2023-10-12 12:05:02,88.5,73.7,33.7,11.9
SNS000519,RV00768,2023-08-26 04:31:19,89.73,72.1,33.7,13.48
SNS000520,RV00141,2024-02-16 14:36:57,84.67,41.7,35.0,12.24
SNS000521,RV00635,2024-02-07 20:53:57,83.54,92.3,34.1,12.33
SNS000522,RV00063,2023-08-01 01:01:27,81.41,35.4,36.9,12.01
SNS000523,RV00938,2024-01-29 12:07:42,93.87,84.6,38.6,12.72
SNS000524,RV00625,2025-04-12 00:02:31,84.96,84.2,25.7,12.56
SNS000525,RV00822,2024-11-29 22:08:33,96.83,80.2,33.5,12.55
SNS000526,RV00416,2023-07-31 10:48:05,83.31,61.0,39.0,12.62
SNS000527,RV00183,2024-01-21 23:34:32,82.72,59.7,31.9,12.96
SNS000528,RV00182,2024-10-01 03:27:43,86.72,91.7,32.6,12.95
SNS000529,RV00429,2024-05-15 10:55:05,89.75,86.6,38.7,12.59
SNS000530,RV00335,2023-08-12 08:17:17,88.56,37.6,32.5,13.37
SNS000531,RV00401,2023-08-01 02:43:25,79.96,36.3,32.8,12.4
SNS000532,RV00977,2024-12-29 23:22:09,85.78,58.2,39.2,12.66
SNS000533,RV00497,2024-06-02 15:18:27,88.79,50.7,29.5,12.82
SNS000534,RV00307,2023-12-18 15:22:34,87.02,55.5,36.2,13.09
SNS000535,RV00937,2024-04-15 12:07:12,94.25,90.4,38.0,12.87
SNS000536,RV00008,2024-11-28 20:35:36,83.2,49.5,35.2,11.99
SNS000537,RV00991,2023-11-17 20:45:56,87.32,30.3,43.1,12.29
SNS000538,RV00631,2025-03-14 19:03:43,85.39,59.7,27.0,13.09
SNS000539,RV00487,2025-01-27 05:16:11,97.2,65.8,34.5,12.57
SNS000540,RV00280,2024-08-13 14:45:17,91.79,57.3,30.0,13.27
SNS000541,RV00158,2024-07-22 05:25:49,90.89,40.7,36.1,12.6
SNS000542,RV00466,2024-08-26 07:46:10,88.98,35.3,35.7,12.85
SNS000543,RV00260,2023-08-14 04:53:37,88.14,74.2,37.3,12.26
SNS000544,RV00765,2023-04-22 06:52:09,95.4,60.9,36.1,12.5
SNS000545,RV00545,2024-09-15 07:26:35,84.02,80.3,31.9,12.8
SNS000546,RV00337,2023-06-18 21:05:20,87.59,75.9,29.6,13.41
SNS000547,RV00699,2024-07-14 03:04:49,83.27,99.3,38.4,12.81
SNS000548,RV00447,2025-02-10 14:26:23,92.14,77.5,37.6,13.12
SNS000549,RV00766,2024-06-01 04:45:12,91.94,98.9,39.1,12.16
SNS000550,RV00930,2023-09-23 17:54:29,98.36,77.7,35.0,13.24
SNS000551,RV00345,2023-12-23 04:27:41,77.57,46.9,39.5,12.25
SNS000552,RV00732,2024-03-30 05:48:02,94.76,33.1,34.4,13.18
SNS000553,RV00202,2023-06-09 05:42:48,93.89,30.5,31.3,12.63
SNS000554,RV00840,2024-03-08 02:21:21,91.76,85.9,35.9,12.44
SNS000555,RV00864,2024-12-01 09:15:50,86.03,67.3,32.6,12.2
SNS000556,RV00925,2023-11-19 03:56:54,90.62,51.0,38.3,12.52
SNS000557,RV00350,2024-08-09 13:46:41,87.29,31.9,37.6,12.41
SNS000558,RV00182,2024-07-07 18:44:22,90.71,48.6,31.9,12.68
SNS000559,RV00751,2024-07-02 20:08:31,79.9,30.1,34.0,12.84
SNS000560,RV00518,2023-10-09 07:30:02,87.25,61.4,37.8,11.49
SNS000561,RV00508,2024-04-03 23:10:29,85.43,94.9,32.9,13.29
SNS000562,RV00563,2024-02-27 02:32:35,92.67,67.3,34.3,12.45
SNS000563,RV00856,2023-12-16 10:38:18,95.57,89.4,34.4,13.52
SNS000564,RV00182,2024-09-28 06:54:19,90.01,58.6,35.9,12.29
SNS000565,RV00516,2023-11-11 22:56:56,95.74,44.0,33.0,12.74
SNS000566,RV00086,2024-08-04 20:05:28,106.21,73.1,38.6,13.16
SNS000567,RV00238,2024-08-06 02:46:56,92.86,58.6,38.7,12.28
SNS000568,RV00104,2024-09-19 03:56:56,88.16,94.7,34.6,11.72
SNS000569,RV00975,2023-10-29 16:22:52,91.14,52.8,35.9,12.45
SNS000570,RV00789,2025-03-23 11:02:03,91.85,61.4,27.9,13.14
SNS000571,RV00634,2025-01-11 18:36:57,96.93,98.2,35.0,12.62
SNS000572,RV00104,2024-01-15 04:11:59,83.58,31.7,32.8,12.56
SNS000573,RV00998,2024-03-09 08:50:12,90.93,79.8,38.8,11.35
SNS000574,RV00646,2025-01-13 06:00:41,99.53,39.9,32.7,13.25
SNS000575,RV00675,2023-10-09 09:41:37,87.05,36.0,41.4,13.1
SNS000576,RV00808,2023-06-18 19:31:23,91.9,99.4,32.8,12.76
SNS000577,RV00584,2024-06-15 16:26:13,90.53,67.0,34.2,13.15
SNS000578,RV00659,2024-04-26 11:19:56,99.06,63.9,36.7,12.56
SNS000579,RV00952,2025-02-20 04:00:36,90.8,69.5,32.2,12.5
SNS000580,RV00218,2023-06-16 19:01:13,99.91,71.0,35.8,12.76
SNS000581,RV00699,2023-12-08 01:20:35,88.53,77.2,39.9,12.65
SNS000582,RV00205,2025-02-28 05:33:31,97.28,82.8,34.1,12.51
SNS000583,RV00096,2024-05-20 17:33:11,97.88,43.4,29.2,12.24
SNS000584,RV00188,2023-06-18 02:48:07,89.05,91.5,36.7,12.38
SNS000585,RV00555,2025-02-04 08:19:15,83.19,91.7,33.5,13.43
SNS000586,RV00628,2023-10-22 13:52:56,95.61,75.2,35.7,12.21
SNS000587,RV00206,2024-05-13 11:37:20,84.02,85.7,34.7,12.42
SNS000588,RV00530,2024-01-25 02:37:32,85.96,77.9,33.0,13.26
SNS000589,RV00489,2025-04-12 08:32:24,89.76,54.8,37.6,12.84
SNS000590,RV00062,2025-04-19 08:32:05,87.39,57.5,37.7,12.85
SNS000591,RV00578,2023-04-28 06:01:17,87.45,99.6,35.6,13.06
SNS000592,RV00850,2024-01-17 18:13:33,94.78,55.1,34.4,12.54
SNS000593,RV00674,2023-10-20 04:48:47,85.97,85.6,37.9,13.25
SNS000594,RV00877,2023-05-17 09:58:05,93.21,93.5,36.3,11.59
SNS000595,RV00261,2024-11-03 19:19:34,84.68,82.2,36.9,12.5
SNS000596,RV00996,2023-05-06 09:52:10,90.99,53.7,38.1,12.12
SNS000597,RV00929,2025-02-19 10:54:04,80.29,30.5,31.6,12.8
SNS000598,RV00404,2023-07-02 23:37:36,90.7,33.9,38.2,12.45
SNS000599,RV00824,2023-04-23 23:53:53,86.6,52.2,33.8,12.88
SNS000600,RV00805,2023-09-07 22:18:28,91.78,62.5,36.2,12.98
SNS000601,RV00338,2023-05-02 20:27:14,83.62,86.5,38.1,13.06
SNS000602,RV00846,2023-09-22 19:24:42,83.92,69.4,44.1,12.76
SNS000603,RV00910,2024-10-03 15:50:54,93.24,63.4,37.5,12.13
SNS000604,RV00827,2024-03-07 06:29:28,90.01,41.5,37.0,11.9
SNS000605,RV00122,2023-11-02 06:05:14,84.9,70.6,32.8,11.29
SNS000606,RV00454,2025-01-23 17:52:03,88.85,84.1,31.2,12.5
SNS000607,RV00835,2023-11-19 06:47:26,93.17,87.8,37.3,13.05
SNS000608,RV00220,2023-12-12 11:33:12,92.73,83.6,36.7,12.97
SNS000609,RV00184,2024-12-19 04:42:06,94.78,51.0,35.3,12.66
SNS000610,RV00035,2023-09-19 23:00:07,88.71,44.9,30.3,14.14
SNS000611,RV00671,2023-12-10 00:53:31,90.83,38.7,37.4,12.33
SNS000612,RV00693,2023-08-19 02:48:04,89.22,34.7,31.6,12.35
SNS000613,RV00900,2023-08-05 06:52:22,83.51,99.2,32.7,12.15
SNS000614,RV00841,2024-05-13 03:27:20,88.94,34.2,35.5,12.26
SNS000615,RV00178,2023-10-09 05:01:38,86.42,67.8,37.2,11.99
SNS000616,RV00817,2023-11-08 23:57:29,96.8,79.6,39.4,12.83
SNS000617,RV00820,2023-12-15 00:07:24,83.77,90.5,35.8,11.56
SNS000618,RV00935,2023-08-29 06:01:39,85.79,37.2,37.2,12.6
SNS000619,RV00408,2023-07-03 10:12:27,91.81,31.4,34.7,13.56
SNS000620,RV00592,2023-12-01 16:16:25,95.32,67.6,33.8,12.82
SNS000621,RV00206,2023-08-05 03:31:37,91.54,54.3,36.0,13.33
SNS000622,RV00973,2025-04-20 06:31:48,87.47,85.7,29.8,12.68
SNS000623,RV00238,2024-04-19 22:41:56,92.07,69.1,31.4,12.82
SNS000624,RV00375,2024-10-07 06:58:03,90.43,98.6,31.2,12.82
SNS000625,RV00505,2024-11-15 13:28:26,95.26,47.7,36.9,12.62
SNS000626,RV00853,2025-04-11 23:22:30,94.8,75.7,31.9,12.76
SNS000627,RV00506,2025-02-21 15:18:32,87.98,33.5,36.0,12.34
SNS000628,RV00080,2024-06-18 13:06:53,94.96,80.2,34.2,13.35
SNS000629,RV00958,2023-08-22 12:10:37,88.58,85.9,38.3,12.55
SNS000630,RV00395,2024-07-31 05:23:36,90.37,70.9,38.5,12.35
SNS000631,RV00636,2023-06-05 16:13:35,82.83,43.4,33.9,12.82
SNS000632,RV00985,2023-08-08 05:11:17,86.97,56.2,33.9,12.43
SNS000633,RV00361,2023-06-15 09:15:19,89.16,57.3,41.7,13.17
SNS000634,RV00386,2024-10-10 21:48:49,89.66,96.6,41.0,12.92
SNS000635,RV00652,2023-05-26 11:23:57,90.78,92.9,35.2,13.52
SNS000636,RV00422,2023-11-11 10:52:34,89.57,49.2,32.5,12.06
SNS000637,RV00582,2024-02-16 13:52:04,89.87,87.3,32.0,13.35
SNS000638,RV00233,2023-09-08 16:30:07,87.58,81.6,39.9,13.17
SNS000639,RV00133,2023-09-19 20:33:19,89.96,93.5,34.6,11.55
SNS000640,RV00383,2024-12-04 20:24:25,94.84,50.4,31.1,13.12
SNS000641,RV00580,2024-11-28 19:19:16,96.9,88.0,35.4,12.49
SNS000642,RV00246,2024-02-08 17:42:16,85.83,96.5,34.2,12.5
SNS000643,RV00430,2023-06-14 02:18:23,85.08,81.1,38.5,12.63
SNS000644,RV00062,2023-07-18 00:54:28,92.49,82.3,35.0,12.38
SNS000645,RV00000,2024-02-07 14:22:03,90.87,95.7,35.3,12.6
SNS000646,RV00174,2024-05-30 18:37:37,96.7,79.6,28.8,12.18
SNS000647,RV00057,2023-06-08 08:38:49,89.17,99.9,35.1,12.63
SNS000648,RV00250,2024-01-27 05:06:13,96.53,85.3,33.6,12.07
SNS000649,RV00624,2024-03-09 08:52:47,88.42,45.6,34.9,12.53
SNS000650,RV00867,2025-02-26 16:45:58,92.14,88.2,37.4,12.15
SNS000651,RV00661,2023-10-23 02:46:23,78.08,87.2,35.3,12.49
SNS000652,RV00219,2025-01-27 11:36:21,87.49,46.3,35.8,13.46
SNS000653,RV00475,2024-12-29 04:28:59,84.95,47.0,39.2,12.45
SNS000654,RV00072,2025-03-04 17:52:35,85.55,32.6,30.5,12.42
SNS000655,RV00639,2024-10-24 21:37:47,83.17,46.8,36.7,12.62
SNS000656,RV00739,2024-09-06 17:55:55,92.34,83.1,36.6,12.14
SNS000657,RV00222,2024-07-25 14:46:42,96.89,81.9,37.8,11.62
SNS000658,RV00513,2023-06-30 02:39:24,88.3,71.3,32.5,12.61
SNS000659,RV00550,2023-10-08 12:25:48,79.61,79.5,33.4,12.78
SNS000660,RV00780,2024-05-14 21:02:13,95.78,46.6,38.0,12.38
SNS000661,RV00195,2024-05-10 05:12:01,87.99,46.2,34.7,12.75
SNS000662,RV00895,2024-02-20 05:45:30,82.59,91.1,23.9,13.39
SNS000663,RV00169,2024-05-21 19:59:48,82.5,54.1,38.1,12.84
SNS000664,RV00863,2024-06-24 20:09:55,87.58,50.0,33.5,12.26
SNS000665,RV00496,2024-02-18 11:10:07,84.48,89.0,34.6,12.24
SNS000666,RV00151,2023-07-13 02:01:12,93.9,95.7,33.4,11.88
SNS000667,RV00742,2023-11-01 06:24:39,79.53,92.8,37.4,12.72
SNS000668,RV00900,2024-10-25 22:29:36,87.49,88.2,36.0,13.02
SNS000669,RV00734,2024-02-03 23:56:39,84.46,35.7,41.1,12.05
SNS000670,RV00188,2025-03-12 03:58:23,87.54,68.6,33.7,11.57
SNS000671,RV00077,2024-12-22 06:42:22,92.54,78.6,27.0,12.49
SNS000672,RV00292,2023-10-27 18:36:47,90.57,75.2,35.0,12.99
SNS000673,RV00612,2024-02-29 14:28:33,83.44,76.3,36.7,13.27
SNS000674,RV00093,2025-03-28 07:56:36,89.46,55.4,38.9,11.93
SNS000675,RV00403,2025-03-02 14:15:29,95.43,55.3,34.9,14.26
SNS000676,RV00394,2023-11-24 12:34:08,88.91,68.1,35.4,12.49
SNS000677,RV00354,2025-03-08 16:47:51,88.16,94.4,31.2,12.06
SNS000678,RV00007,2023-09-15 19:32:52,94.11,85.0,39.6,12.43
SNS000679,RV00842,2024-07-05 19:37:42,79.6,82.6,31.6,13.21
SNS000680,RV00255,2024-11-03 04:17:45,85.12,90.8,37.9,12.97
SNS000681,RV00298,2025-01-28 00:59:07,89.94,90.4,38.1,12.39
SNS000682,RV00670,2024-09-20 13:47:46,94.55,50.7,38.4,13.1
SNS000683,RV00306,2024-06-09 01:06:12,86.54,97.2,40.8,13.65
SNS000684,RV00856,2023-11-23 09:55:05,90.72,34.3,38.2,12.71
SNS000685,RV00233,2024-09-28 14:58:49,91.76,60.9,39.3,13.22
SNS000686,RV00658,2024-02-08 10:15:31,84.97,53.3,33.9,12.18
SNS000687,RV00358,2024-01-11 04:36:45,87.34,34.2,40.9,12.18
SNS000688,RV00037,2023-11-18 15:42:51,90.85,55.7,34.6,12.55
SNS000689,RV00164,2025-02-25 20:20:10,97.7,43.6,34.2,13.25
SNS000690,RV00857,2024-01-08 22:19:57,93.8,99.5,34.6,12.73
SNS000691,RV00579,2024-10-08 10:06:49,86.88,53.7,36.3,13.33
SNS000692,RV00136,2024-05-24 03:44:16,86.25,72.6,38.9,12.44
SNS000693,RV00128,2024-12-19 19:42:53,95.9,57.8,36.9,13.31
SNS000694,RV00190,2023-06-20 08:14:34,89.7,34.7,34.8,12.55
